acc_x, acc_y, angular_z, stamp, 
-0.09685794329263137, -0.0012725890368213322, -9.45460807515264e-05, 29959000000, 
-0.048355359595936113, -0.005769592816854659, 4.7979202118731456e-05, 29964000000, 
-0.05492567970980896, -0.029461520477198244, 0.00017225584540346778, 29969000000, 
-0.0702084200338543, 0.003675762495441557, -0.00035274223020220205, 29975000000, 
-0.046568533947080624, 0.009173858077625711, 0.00010102829626134667, 29979000000, 
-0.07435706433289255, -0.01844759931491208, 0.0001125187671380014, 29984000000, 
-0.057066509816445114, 0.015896040605212793, -1.1050608092845191e-05, 29990000000, 
-0.03261477794616832, 0.010494564057847558, -0.0003340541264691423, 29995000000, 
-0.07350406423710801, 0.010459506584491473, -0.00040649362963754475, 30000000000, 
-0.053579713351646185, -0.004728931136963201, -0.00015567807131743635, 30005000000, 
-0.05469560191266856, 0.004967242909953655, -0.0001339825304124373, 30011000000, 
-0.0166786154326055, 0.005142239748290701, -0.0002390657465030735, 30016000000, 
-0.03877002970861387, -0.030259180818365716, -0.0001333775556513272, 30021000000, 
-0.056103881628484474, 0.015281569510691694, -0.00012011285904280337, 30026000000, 
-0.08575517788129419, -0.011873365445550767, -0.00021925635223358684, 30031000000, 
-0.048085560801300074, -0.03158021492038986, 2.47412860476259e-05, 30036000000, 
-0.07341934815398, 0.01329703120163247, 0.0002904682643231941, 30041000000, 
-0.031131965396742577, 0.0021388343031438577, -9.574230571408147e-05, 30050000000, 
-0.033476515644697835, -0.012916130220837192, 0.00016286273011353056, 30055000000, 
6.815615451878421, 0.0005672658212163327, 0.00015152140231666731, 30060000000, 
-0.16664223781928045, -0.006042348388373121, -0.00031206514608977536, 30065000000, 
-0.001065313581762659, 0.012369300559202314, -0.00011022409924269624, 30070000000, 
-0.1297890824399504, 0.007829438362016796, -3.852358478680307e-05, 30076000000, 
-0.08532711334146767, -0.01970862593469141, 0.0002573232672616414, 30081000000, 
-0.03946351184872306, 0.030061220148314652, 0.00012573465865205343, 30088000000, 
14.183353870413512, 0.024055447961725145, -0.00024528937325975767, 30093000000, 
1.2437841703399612, -0.008575768994282265, 3.3231306814749524e-05, 30098000000, 
-0.07144518833571917, -0.01954291899979325, -0.00016587501841743496, 30103000000, 
-0.18703639911695624, -0.022014234181148624, -0.000214421764107356, 30108000000, 
-0.05218697855210679, 0.013653130752431603, -0.0001425046893563826, 30114000000, 
-0.04946235961374988, -0.0034885526326200625, -0.0001162838256001121, 30119000000, 
-0.06376010772695476, -0.00632369778914948, -0.0002686478583045482, 30124000000, 
4.318424446861502, -0.003857213136540946, 5.2866593015002926e-05, 30129000000, 
-0.17395588508192408, -0.004250849043150514, -0.00023962279369991362, 30134000000, 
-0.09207494684635827, -0.010802322807434024, -0.0002837509563161336, 30139000000, 
-0.0662228527654657, -0.005429914079858628, -0.00011799094370438918, 30144000000, 
-0.06200359639989776, -0.001625139606833327, 0.00026087978482606427, 30150000000, 
-0.05302932354958094, 0.012678455953213583, 0.0002828444416948389, 30155000000, 
0.28991338573099884, 0.0006682330338701804, 2.268117111177596e-05, 30160000000, 
-0.07391575422881996, 0.018441513290283717, -0.00012649031010135068, 30165000000, 
-0.011406084138717076, 0.007903484866052895, 9.542930621407863e-05, 30170000000, 
-0.013652198773165015, 0.0012096447807310978, 0.000273584291303798, 30175000000, 
-0.03580736534356928, -0.004074653909375235, 0.00018436964003579109, 30180000000, 
-0.07893520301669692, -0.0007757772893407246, 1.9507708880062196e-05, 30186000000, 
-0.05726325201332893, -0.007440120161146218, -0.00021217046968831723, 30191000000, 
-0.06364926407931168, 0.0021013337873819994, 0.00013245632419655698, 30196000000, 
0.17386498259988148, 0.008695464680805018, 0.00023717587002725427, 30201000000, 
-0.05209679459683339, -0.024572784962851302, -0.00022605093100324885, 30208000000, 
-0.04545395973435782, 0.00731973593363398, 7.760169317120024e-06, 30213000000, 
-0.018855410577791058, 0.005229603129674027, -0.0002084691556364829, 30218000000, 
-0.07664758624819433, -0.0017526596821907387, -0.00030085838841560544, 30223000000, 
-0.05958923859031707, -0.024343450851130786, 0.00019257900356969113, 30228000000, 
-0.04561188117314038, -0.010403837443664445, 8.70651340371992e-06, 30238000000, 
-0.055118753009978635, -0.009662886029729655, -0.00010026944467693149, 30243000000, 
-0.05044052834592984, 0.005958190773713297, -0.00013607833431663482, 30248000000, 
-0.05602801687582052, 0.016317795770700142, 0.00012866200276039636, 30254000000, 
-0.050965817560221824, -0.0339565300359285, 0.00016914553570032204, 30259000000, 
0.2539899763868165, 0.011518466883599386, -4.459707367827212e-05, 30266000000, 
-0.04123877325206503, -0.03867423999166843, -5.388600042240302e-06, 30271000000, 
-0.04658450696260216, 0.01554123276449764, 0.00029115267419961436, 30276000000, 
-0.029656403079860092, 0.005608927944316878, 0.00035520536185357823, 30282000000, 
-0.04490755692971434, -0.0009888511277922763, 0.00022350017898144169, 30287000000, 
-0.030283297311724803, -5.858631600980937e-05, 0.00024857969323611485, 30292000000, 
-0.04211097358032054, -0.020942391018674573, 2.218353060555738e-05, 30300000000, 
-0.061165612498887384, 0.005540193653663087, 0.00015199758114516507, 30305000000, 
-0.030529718087130283, -0.029800330561991085, -2.211016164188629e-05, 30310000000, 
-0.054910073201697523, -0.01444767631721518, -0.00015327988560952547, 30315000000, 
-0.057547125575707014, -0.019795139001875416, 0.00041020374749242624, 30321000000, 
-0.06956026276608458, -0.002373786347015472, 0.0002235998644278561, 30326000000, 
0.3452852855924502, -0.009175619040961926, -3.122787765453465e-05, 30331000000, 
-0.07254292633186529, 0.013640054573040402, 0.00041059175428881487, 30337000000, 
-0.06956268444705428, 0.02250134555294636, 0.00011759515579698289, 30342000000, 
-0.047143272755153905, -0.007569002766446151, 0.00010646464573302623, 30347000000, 
-0.027461025395229106, -0.005541436076695027, -2.374104470976003e-05, 30352000000, 
-0.031698785405559815, 0.010985017530988671, -2.5391476546222915e-05, 30357000000, 
-0.04274330152088835, 0.006515531108156965, 2.2680345877960583e-05, 30362000000, 
-0.02940037323841741, 0.0008272818031030639, 0.00021737555682077223, 30367000000, 
-0.02364186744236586, 0.010282086146844033, 7.509300040449588e-05, 30373000000, 
-0.043502632042705554, -0.011395494292306409, 0.00019110477601392683, 30378000000, 
