acc_x, acc_y, angular_z, stamp, 
-0.0491909008744017, 0.010397480626681369, -5.9065758918395566e-05, 69240000000, 
-0.03722153511000232, -0.02174329919241629, 5.482860911108814e-05, 69245000000, 
-0.04348159535492379, -0.006542804240116615, 0.00011489763264323593, 69251000000, 
-0.08476999482096739, -0.041374567068603714, -0.00020908130656381477, 69256000000, 
-0.06330646058150069, 0.021000477045057978, 0.00046666235646130157, 69261000000, 
-0.06868761284729147, -0.009830183898461803, 0.00018456529815885246, 69266000000, 
-0.06828576337743722, 0.010260072484780718, 0.00014084418784787893, 69271000000, 
-0.03932020500856369, 0.015236917424413469, -5.372952470104012e-05, 69276000000, 
-0.08869982490531356, -0.009127701157528131, -5.855365145131243e-05, 69281000000, 
-0.05203101034548837, -0.006667734251520453, -0.00010202483973757335, 69286000000, 
-0.057098168393877914, 0.010913157456828863, 8.66311801768849e-05, 69291000000, 
-0.0422384499158193, 0.042068159525538815, -2.1240761926504792e-05, 69296000000, 
-0.03784751949612769, 0.046555780067660646, 0.00013026224564649384, 69301000000, 
-0.038637398101694836, -0.031091010833238668, -0.0003258483225985404, 69306000000, 
-0.059878432882710136, 0.0009478115266135173, -0.0002321535023935693, 69311000000, 
-0.045369038494568976, 0.02282002619377846, -0.00018490950553440408, 69316000000, 
-0.06356126381398264, -0.0001329897022605234, 0.00028657788726958765, 69321000000, 
-0.032591937065029816, 0.012847483804280666, -0.0004675517017011679, 69326000000, 
-0.0493460509742667, -0.01957288426378205, -2.9251861127521956e-05, 69331000000, 
-0.0691337334124495, 0.012595255397341873, 0.00010628270514760716, 69336000000, 
-0.0585168637808309, -0.008346725465405132, 0.0001790563310779448, 69341000000, 
-0.032515466310228475, -0.013067729563658636, -7.443170967695161e-06, 69346000000, 
-0.07875058432964394, -0.0015253209105661693, -0.00011490589150146886, 69351000000, 
-0.03927211033079589, 0.006266441584699172, -0.0003288052486502065, 69358000000, 
-0.03851137611201587, -0.011336799429557853, 0.0001987172324532698, 69362000000, 
-0.04473423431433508, 0.034866812523774486, -0.0005999655223838285, 69367000000, 
-0.07928890091750361, 0.02817093971495703, 0.0003537187910798369, 69372000000, 
-0.06697278938304244, 0.02087683347019678, 0.00016516117624969424, 69377000000, 
-0.055120911005492025, 0.016309179354944206, -0.0001589942647542389, 69382000000, 
-0.06264562129069667, 0.0021245409948701726, 8.5304454675006e-05, 69387000000, 
-0.0346617300003324, -0.010087410878303836, 0.00015218808030680698, 69392000000, 
4.271925959907154, -0.011105715516876396, 0.0003793788743089828, 69397000000, 
-0.15630685942131986, -0.010972227717431914, 8.023723895769731e-06, 69402000000, 
-0.08597593329222022, -0.007022072637857691, 0.00012197007439193364, 69412000000, 
-0.040368525201327506, 0.020494863170920082, 0.0003659221948316495, 69417000000, 
0.0691528766736335, 0.02270837304185772, 0.0003792814649857322, 69422000000, 
